id	title	locations	start_year	start_month	start_day	end_year	end_month	end_day	start_expr	end_expr	calendar	uncertainty_years	category	infobox_type	description	tags
china-western-han	Western Han	[]	-206	0	0	9	0	0	206 BCE (Liu Bang defeats Xiang Yu)	9 CE (Wang Mang usurps throne)	gregorian	0	historical_period	manual	A long era of expansion and consolidation under the Han emperors, marked by the Silk Road trade, Confucian state orthodoxy, and military campaigns against the Xiongnu nomads.	["china-history", "manual-extraction", "no-coords-found"]
china-xin	Xin Dynasty	[]	9	0	0	23	0	0	9 CE (Wang Mang's usurpation)	23 CE (Wang Mang killed)	gregorian	0	historical_period	manual	A brief interregnum established by Wang Mang, whose sweeping land and currency reforms provoked rebellions that restored the Han dynasty.	["china-history", "manual-extraction", "no-coords-found"]
china-eastern-han	Eastern Han	[]	25	0	0	220	0	0	25 CE (Han restored by Liu Xiu)	220 CE (Cao Pi deposes last Han emperor)	gregorian	0	historical_period	manual	The restored Han dynasty, with its capital moved east to Luoyang; notable for paper invention, seismograph, and Buddhism's arrival, but increasingly weakened by court factionalism and warlordism.	["china-history", "manual-extraction", "no-coords-found"]
china-three-kingdoms	Three Kingdoms	[]	220	0	0	280	0	0	220 CE (Han dissolves)	280 CE (Jin reunifies China)	gregorian	0	historical_period	manual	Three rival states — Wei, Shu Han, and Wu — fought for supremacy after the Han collapse; immortalised in the Romance of the Three Kingdoms, one of China's most celebrated literary works.	["china-history", "manual-extraction", "no-coords-found"]
china-jin	Jin Dynasty	[]	265	0	0	420	0	0	265 CE (Sima Yan unifies)	420 CE (Liu Yu founds Liu Song)	gregorian	0	historical_period	manual	A brief reunification under the Sima clan followed by the Western Jin's collapse to nomadic invasions, forcing the court to flee south and establish the Eastern Jin in Jiankang.	["china-history", "manual-extraction", "no-coords-found"]
china-sixteen-kingdoms	Sixteen Kingdoms	[]	304	0	0	439	0	0	304 CE (Liu Yuan founds Han Zhao)	439 CE (Northern Wei unifies the north)	gregorian	0	historical_period	manual	A turbulent era of competing non-Chinese states in northern China following the Western Jin collapse, involving Xiongnu, Xianbei, Di, Jie, and Qiang rulers.	["china-history", "manual-extraction", "no-coords-found"]
china-northern-southern	Northern and Southern Dynasties	[]	420	0	0	589	0	0	420 CE	589 CE (Sui reunification)	gregorian	0	historical_period	manual	China remained divided between a succession of southern dynasties at Jiankang and northern dynasties (chiefly Northern Wei and its successors) until Sui reunification; Buddhism flourished in both halves.	["china-history", "manual-extraction", "no-coords-found"]
china-sui	Sui Dynasty	[]	581	0	0	618	0	0	581 CE (Yang Jian reunifies)	618 CE (Tang founded)	gregorian	0	historical_period	manual	A short-lived dynasty that reunified China after centuries of division, built the Grand Canal, and reformed the bureaucracy, but was exhausted by massive construction projects and failed Korean campaigns.	["china-history", "manual-extraction", "no-coords-found"]
china-tang	Tang Dynasty	[]	618	0	0	907	0	0	618 CE (Li Yuan founds Tang)	907 CE (Zhu Wen deposes last Tang emperor)	gregorian	0	historical_period	manual	Often considered China's golden age: cosmopolitan, internationally connected via the Silk Road, and culturally prolific in poetry, painting, and Buddhism; the reign of Empress Wu Zetian is uniquely notable.	["china-history", "manual-extraction", "no-coords-found"]
china-five-dynasties	Five Dynasties and Ten Kingdoms	[]	907	0	0	979	0	0	907 CE (Tang falls)	979 CE (Song completes unification)	gregorian	0	historical_period	manual	A period of division following the Tang collapse, with five successive short-lived dynasties in the north and ten regional states in the south; ended when the Song dynasty reunified most of China.	["china-history", "manual-extraction", "no-coords-found"]
china-liao	Liao Dynasty	[]	907	0	0	1125	0	0	907 CE (Khitan state founded)	1125 CE (destroyed by Jin)	gregorian	0	historical_period	manual	A Khitan empire that controlled Manchuria and northern China and exerted sustained political and cultural pressure on the Song dynasty; contemporaneous with the Five Dynasties and early Song.	["china-history", "manual-extraction", "no-coords-found"]
china-song	Song Dynasty	[]	960	0	0	1279	0	0	960 CE (Zhao Kuangyin founds Song)	1279 CE (last Song resistance crushed by Yuan)	gregorian	0	historical_period	manual	An era of remarkable economic, technological, and cultural development — gunpowder weapons, movable type, paper money, and neo-Confucianism all flourished — though the dynasty was pushed south by Jurchen Jin in 1127.	["china-history", "manual-extraction", "no-coords-found"]
china-jurchen-jin	Jin Dynasty (Jurchen)	[]	1115	0	0	1234	0	0	1115 CE (Wanyan Aguda founds Jin)	1234 CE (destroyed by Mongols)	gregorian	0	historical_period	manual	A Jurchen-ruled empire that conquered the Liao and drove the Song south of the Huai River; eventually annihilated by a Mongol–Song alliance.	["china-history", "manual-extraction", "no-coords-found"]
china-yuan	Yuan Dynasty	[]	1271	0	0	1368	0	0	1271 CE (Kublai Khan proclaims Yuan)	1368 CE (Ming drives out Yuan)	gregorian	0	historical_period	manual	The Mongol-ruled dynasty established by Kublai Khan, connecting China to the vast Mongol Empire and enabling unprecedented Eurasian exchange; visited by Marco Polo and Ibn Battuta.	["china-history", "manual-extraction", "no-coords-found"]
china-ming	Ming Dynasty	[]	1368	0	0	1644	0	0	1368 CE (Zhu Yuanzhang founds Ming)	1644 CE (Li Zicheng takes Beijing; Qing follows)	gregorian	0	historical_period	manual	A native Chinese dynasty that rebuilt the Great Wall, completed the Forbidden City, and launched Zheng He's oceanic expeditions; later became increasingly isolationist and was overthrown by peasant revolt and Manchu invasion.	["china-history", "manual-extraction", "no-coords-found"]
china-qing	Qing Dynasty	[]	1644	0	0	1912	0	0	1644 CE (Manchu conquest of Beijing)	1912 CE (abdication of Puyi)	gregorian	0	historical_period	manual	The last imperial dynasty, founded by the Manchu Qing and expanding China to its greatest territorial extent; declined under Western pressure and internal rebellions, ending with the revolution of 1911.	["china-history", "manual-extraction", "no-coords-found"]
china-roc	Republic of China	[]	1912	0	0	1949	0	0	1912 CE (republic proclaimed)	1949 CE (PRC founded on mainland; ROC continues on Taiwan)	gregorian	0	historical_period	manual	The republican era marked by warlordism, Japanese invasion, and civil war between Nationalists and Communists, ending when the Communist Party established the People's Republic on the mainland.	["china-history", "manual-extraction", "no-coords-found"]
china-prc	People's Republic of China	[]	1949	0	0	2026	0	0	1949 CE (Mao Zedong proclaims PRC)	present	gregorian	0	historical_period	manual	The Communist-ruled state founded after the civil war, which underwent the Great Leap Forward, Cultural Revolution, and subsequent market reforms that transformed China into a major global economic power.	["china-history", "manual-extraction", "no-coords-found"]
egypt-predynastic	Predynastic Egypt	[]	-6000	0	0	-3100	0	0	c. 6000 BCE	c. 3100 BCE (Narmer unifies Egypt)	gregorian	500	historical_period	manual	The prehistoric period during which farming communities developed along the Nile, producing early pottery, trade networks, and the proto-writing and symbolic vocabulary that foreshadowed dynastic civilization.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-early-dynastic	Early Dynastic Period	[]	-3100	0	0	-2686	0	0	c. 3100 BCE (unification under Narmer)	c. 2686 BCE (Old Kingdom begins)	gregorian	50	historical_period	manual	The founding phase of pharaonic Egypt following Narmer's unification; the state apparatus, hieroglyphic writing, and the concept of divine kingship were consolidated under the first two dynasties.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-old-kingdom	Old Kingdom	[]	-2686	0	0	-2181	0	0	c. 2686 BCE (Dynasty 3)	c. 2181 BCE (central authority collapses)	gregorian	30	historical_period	manual	The pyramid-building age, during which the great complexes at Giza and Saqqara were constructed; centralised royal power and a highly organised state administration reached their first peak.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-first-intermediate	First Intermediate Period	[]	-2181	0	0	-2055	0	0	c. 2181 BCE	c. 2055 BCE (Middle Kingdom reunification)	gregorian	20	historical_period	manual	A period of fragmentation when central pharaonic authority collapsed and regional governors competed for power; traditionally associated with famine and instability, though regional arts also flourished.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-middle-kingdom	Middle Kingdom	[]	-2055	0	0	-1650	0	0	c. 2055 BCE (Mentuhotep II reunifies)	c. 1650 BCE (Hyksos takeover)	gregorian	20	historical_period	manual	A period of reunification, expansion into Nubia, and cultural flourishing; classical Egyptian literature dates to this era, and the pharaohs pursued aggressive trade and military campaigns in the Levant.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-second-intermediate	Second Intermediate Period	[]	-1650	0	0	-1550	0	0	c. 1650 BCE (Hyksos establish rule)	1550 BCE (Ahmose I expels Hyksos)	gregorian	20	historical_period	manual	The Hyksos from the Levant ruled Lower Egypt while native dynasties persisted in Upper Egypt and Nubia; the introduction of horse-drawn chariots, composite bows, and bronze weapons transformed Egyptian warfare.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-new-kingdom	New Kingdom	[]	-1550	0	0	-1070	0	0	1550 BCE (Ahmose I expels Hyksos)	c. 1070 BCE (Dynasty 20 ends)	gregorian	10	historical_period	manual	Egypt's imperial zenith: pharaohs including Thutmose III, Akhenaten, and Ramesses II extended rule into Nubia and the Levant, constructed Karnak and Abu Simbel, and fought the Hittites at Kadesh.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-third-intermediate	Third Intermediate Period	[]	-1070	0	0	-664	0	0	c. 1070 BCE	664 BCE (Psamtik I unifies under Saite Dynasty)	gregorian	10	historical_period	manual	A period of political fragmentation with rival dynasties in the Delta and Libyan and Nubian rulers holding power at various times; Egypt's imperial reach contracted significantly.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-late-period	Late Period	[]	-664	0	0	-332	0	0	664 BCE (Saite Dynasty)	332 BCE (Alexander the Great conquers Egypt)	gregorian	5	historical_period	manual	A final era of native and Persian pharaonic rule, marked by the Saite Renaissance of classical art, two Persian occupations, and Egyptian attempts to maintain independence against the Achaemenid Empire.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-achaemenid	Achaemenid Egypt	[]	-525	0	0	-332	0	0	525 BCE (Cambyses II conquers Egypt)	332 BCE (Alexander arrives)	gregorian	0	historical_period	manual	Egypt as a satrapy of the Achaemenid Persian Empire, interrupted by a period of renewed native rule (404–343 BCE); Persian rulers were recognised as pharaohs but rule was often resented.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-ptolemaic	Ptolemaic Kingdom	[]	-305	0	0	-30	0	0	305 BCE (Ptolemy I takes royal title)	30 BCE (Cleopatra VII dies; Roman annexation)	gregorian	0	historical_period	manual	A Macedonian Greek dynasty that ruled Egypt for nearly three centuries; Alexandria became the world's foremost centre of learning, and the Ptolemies adopted pharaonic titulature while ruling in Greek.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-roman	Roman Egypt	[]	-30	0	0	395	0	0	30 BCE (Octavian annexes Egypt)	395 CE (formal division of Roman Empire)	gregorian	0	historical_period	manual	Egypt as a Roman province — grain basket of the empire — characterised by significant Greek and Jewish populations, the spread of Christianity, and continued use of hieroglyphs into the fourth century CE.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-byzantine	Byzantine Egypt	[]	395	0	0	641	0	0	395 CE (Eastern Roman Empire)	641 CE (Arab conquest of Alexandria)	gregorian	0	historical_period	manual	Egypt under Eastern Roman / Byzantine administration, dominated by Coptic Christianity, fierce theological disputes, and Sasanid Persian occupation (619–629 CE) before the Arab Islamic conquest.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-early-islamic	Early Islamic Egypt	[]	641	0	0	969	0	0	641 CE (Rashidun Arab conquest)	969 CE (Fatimid conquest)	gregorian	0	historical_period	manual	Egypt under successive caliphates — Rashidun, Umayyad, and Abbasid — during which Arabic replaced Greek and Coptic in administration and Islam gradually became the majority religion.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-fatimid	Fatimid Caliphate in Egypt	[]	969	0	0	1171	0	0	969 CE (Jawhar al-Siqilli founds Cairo)	1171 CE (Saladin dissolves Fatimid caliphate)	gregorian	0	historical_period	manual	An Ismaili Shia caliphate that founded Cairo (al-Qahira) and built Al-Azhar mosque and university; Egypt became one of the wealthiest and most cultured states of the medieval world.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-ayyubid	Ayyubid Sultanate	[]	1171	0	0	1250	0	0	1171 CE (Saladin seizes power)	1250 CE (Mamluks overthrow last Ayyubid)	gregorian	0	historical_period	manual	Founded by Saladin, the Ayyubid sultanate reunified Egypt and Syria, recaptured Jerusalem from the Crusaders in 1187, and became the foremost military power in the medieval Middle East.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-mamluk	Mamluk Sultanate	[]	1250	0	0	1517	0	0	1250 CE (Mamluks seize power)	1517 CE (Ottoman conquest)	gregorian	0	historical_period	manual	A sultanate ruled by military slaves who defeated the Mongols at Ain Jalut (1260) and expelled the last Crusader strongholds; Cairo was the cultural and commercial capital of the Arab world.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-ottoman	Ottoman Egypt	[]	1517	0	0	1798	0	0	1517 CE (Selim I conquers Egypt)	1798 CE (Napoleon's expedition)	gregorian	0	historical_period	manual	Egypt as an Ottoman province, nominally under a pasha but effectively governed by Mamluk beys; the country declined economically relative to its medieval peak but remained an important trade corridor.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-muhammad-ali	Muhammad Ali Dynasty / Khedivate	[]	1805	0	0	1952	0	0	1805 CE (Muhammad Ali seizes power)	1952 CE (Free Officers revolution)	gregorian	0	historical_period	manual	An Albanian-Ottoman dynasty that modernised Egypt, built the Suez Canal (1869), and eventually came under British occupation (1882–1922); Egypt gained formal independence in 1922 but British influence persisted.	["egypt-history", "manual-extraction", "no-coords-found"]
egypt-republic	Republic of Egypt	[]	1952	0	0	2026	0	0	1952 CE (Free Officers overthrow the monarchy)	present	gregorian	0	historical_period	manual	A presidential republic founded after the 1952 revolution; Nasser nationalised the Suez Canal, Egypt led pan-Arab nationalism, fought multiple Arab-Israeli wars, and signed a peace treaty with Israel in 1979.	["egypt-history", "manual-extraction", "no-coords-found"]
peru-norte-chico	Norte Chico / Caral Civilization	[]	-3000	0	0	-1800	0	0	c. 3000 BCE	c. 1800 BCE	gregorian	200	historical_period	manual	One of the oldest known complex societies in the Americas, centered in coastal river valleys north of Lima; built monumental platform mounds and had sophisticated irrigation but no known writing or ceramics.	["peru-history", "manual-extraction", "no-coords-found"]
peru-chavin	Chavín Culture	[]	-900	0	0	-200	0	0	c. 900 BCE	c. 200 BCE	gregorian	100	historical_period	manual	An influential cultural and religious horizon centred on the highland site of Chavín de Huántar; its distinctive jaguar-serpent iconography spread across much of the central Andes.	["peru-history", "manual-extraction", "no-coords-found"]
peru-paracas	Paracas Culture	[]	-800	0	0	100	0	0	c. 800 BCE	c. 100 CE	gregorian	100	historical_period	manual	A coastal culture on the Paracas Peninsula known for extraordinary textile weaving, trepanation, and elaborate funerary bundles; preceded and influenced the Nazca culture.	["peru-history", "manual-extraction", "no-coords-found"]
peru-nazca	Nazca Culture	[]	-100	0	0	800	0	0	c. 100 BCE	c. 800 CE	gregorian	100	historical_period	manual	A southern coastal culture famous for the Nazca Lines — vast geoglyphs etched into the desert — as well as polychrome pottery and extensive underground aqueducts (puquios).	["peru-history", "manual-extraction", "no-coords-found"]
peru-moche	Moche Culture	[]	100	0	0	700	0	0	c. 100 CE	c. 700 CE	gregorian	75	historical_period	manual	A northern coastal state-level society with monumental adobe pyramids, sophisticated irrigation, and highly realistic portrait ceramics; collapsed possibly due to prolonged El Niño drought events.	["peru-history", "manual-extraction", "no-coords-found"]
peru-tiwanaku	Tiwanaku	[]	300	0	0	1000	0	0	c. 300 CE	c. 1000 CE	gregorian	100	historical_period	manual	A highland city-state centered near Lake Titicaca that became a major Andean religious and political centre; its raised-field agriculture and iconography spread across the southern Andes.	["peru-history", "manual-extraction", "no-coords-found"]
peru-wari	Wari Empire	[]	600	0	0	1100	0	0	c. 600 CE	c. 1100 CE	gregorian	100	historical_period	manual	The first Andean empire, spreading from Ayacucho via a road network and administrative colonies; it introduced urban planning and state-level organisation to much of the Andes before its unexplained collapse.	["peru-history", "manual-extraction", "no-coords-found"]
peru-chimu	Chimu Kingdom	[]	900	0	0	1470	0	0	c. 900 CE	1470 CE (Inca conquest)	gregorian	75	historical_period	manual	The largest pre-Inca state on the Pacific coast, centred on the vast adobe city of Chan Chan; known for sophisticated goldsmithing and irrigation, it was conquered by the expanding Inca Empire.	["peru-history", "manual-extraction", "no-coords-found"]
peru-inca	Inca Empire	[]	1438	0	0	1533	0	0	c. 1438 CE (Pachacuti's conquests begin)	1533 CE (Atahualpa executed by Pizarro)	gregorian	5	historical_period	manual	The largest empire in pre-Columbian America, stretching from Colombia to Chile and connected by thousands of kilometres of roads; the state managed resources through mit'a labour tribute rather than money.	["peru-history", "manual-extraction", "no-coords-found"]
peru-conquest	Spanish Conquest of Peru	[]	1532	0	0	1572	0	0	1532 CE (Pizarro's expedition enters Cajamarca)	1572 CE (execution of Túpac Amaru I, last Inca ruler)	gregorian	0	historical_period	manual	Francisco Pizarro's small force captured and executed Inca emperor Atahualpa in 1532; subsequent decades saw Spanish consolidation, destruction of Inca institutions, and the neo-Inca resistance at Vilcabamba.	["peru-history", "manual-extraction", "no-coords-found"]
peru-viceroyalty	Viceroyalty of Peru	[]	1542	0	0	1824	0	0	1542 CE (viceroyalty established)	1824 CE (Battle of Ayacucho)	gregorian	0	historical_period	manual	Spain's largest South American colonial domain, centered on Lima; it administered most of South America for nearly three centuries and was the primary source of silver extracted at Potosí.	["peru-history", "manual-extraction", "no-coords-found"]
peru-independence	Peruvian War of Independence	[]	1810	0	0	1824	0	0	1810 CE (independence movements across South America)	1824 CE (Battle of Ayacucho ends Spanish rule)	gregorian	0	historical_period	manual	Peru was among the last Spanish colonies to achieve independence; San Martín proclaimed independence in 1821, and Simón Bolívar's forces decisively defeated the Spanish royalists at Ayacucho in 1824.	["peru-history", "manual-extraction", "no-coords-found"]
peru-republic	Republic of Peru	[]	1821	0	0	2026	0	0	1821 CE (independence proclaimed)	present	gregorian	0	historical_period	manual	The modern Peruvian state has experienced alternating periods of democratic and authoritarian rule, border conflicts, economic turbulence, and the Shining Path insurgency; economic growth since the 2000s has reduced poverty substantially.	["peru-history", "manual-extraction", "no-coords-found"]
rome-kingdom	Roman Kingdom	[]	-753	0	0	-509	0	0	753 BCE (traditional founding of Rome)	509 BCE (Tarquin the Proud expelled)	gregorian	50	historical_period	manual	The legendary and early historical period of Rome's foundation under seven kings; while later Romans mythologised this era, archaeological evidence confirms a growing city and emerging Latin culture on the Tiber.	["rome-history", "manual-extraction", "no-coords-found"]
rome-republic	Roman Republic	[]	-509	0	0	-27	0	0	509 BCE (republic established)	27 BCE (Augustus becomes first emperor)	gregorian	0	historical_period	manual	The era of senatorial governance, citizen militias, and territorial expansion from a city-state to a Mediterranean empire; ended by a century of civil wars that ultimately produced the principate.	["rome-history", "manual-extraction", "no-coords-found"]
rome-early-republic	Early Roman Republic	[]	-509	0	0	-264	0	0	509 BCE	264 BCE (First Punic War begins)	gregorian	0	historical_period	manual	The formative republican period during which Rome unified the Italian peninsula through a combination of conquest and alliance; the Struggle of the Orders gradually extended political rights to plebeians.	["rome-history", "manual-extraction", "no-coords-found"]
rome-middle-republic	Middle Roman Republic	[]	-264	0	0	-133	0	0	264 BCE	133 BCE (tribunate of Tiberius Gracchus)	gregorian	0	historical_period	manual	Rome fought and won the Punic Wars against Carthage, conquered Greece and the Hellenistic east, and emerged as the dominant Mediterranean power; vast new wealth strained the traditional social order.	["rome-history", "manual-extraction", "no-coords-found"]
rome-late-republic	Late Roman Republic	[]	-133	0	0	-27	0	0	133 BCE	27 BCE (Octavian receives title Augustus)	gregorian	0	historical_period	manual	Decades of political crisis — the Gracchi, Marius, Sulla, Caesar, and the triumvirates — as the senatorial system failed to manage an empire, culminating in Julius Caesar's assassination and the final civil war.	["rome-history", "manual-extraction", "no-coords-found"]
rome-empire	Roman Empire	[]	-27	0	0	476	0	0	27 BCE (Augustus)	476 CE (Romulus Augustulus deposed, Western Empire)	gregorian	0	historical_period	manual	Five centuries of imperial rule over a vast multi-ethnic state spanning from Britain to Mesopotamia; it produced Roman law, the Latin language, widespread urbanisation, and ultimately the spread of Christianity.	["rome-history", "manual-extraction", "no-coords-found"]
rome-principate	Principate	[]	-27	0	0	284	0	0	27 BCE (Augustus)	284 CE (Diocletian reorganises as Dominate)	gregorian	0	historical_period	manual	The first phase of the empire, in which emperors maintained the republican façade while holding ultimate power; the Julio-Claudian, Flavian, and Antonine dynasties are the most celebrated.	["rome-history", "manual-extraction", "no-coords-found"]
rome-pax-romana	Pax Romana	[]	-27	0	0	180	0	0	27 BCE (Augustus)	180 CE (death of Marcus Aurelius)	gregorian	0	historical_period	manual	Roughly two centuries of relative peace, prosperity, and stability across most of the empire under Augustus and the five Good Emperors; the Roman road network, aqueducts, and legal system flourished.	["rome-history", "manual-extraction", "no-coords-found"]
rome-crisis-third-century	Crisis of the Third Century	[]	235	0	0	284	0	0	235 CE (assassination of Alexander Severus)	284 CE (Diocletian stabilises)	gregorian	0	historical_period	manual	Near-collapse of the empire: fifty years of military anarchy, barbarian invasions, plague, and economic disruption saw over twenty emperors claim power, many assassinated within months of accession.	["rome-history", "manual-extraction", "no-coords-found"]
rome-dominate	Dominate	[]	284	0	0	476	0	0	284 CE (Diocletian's reforms)	476 CE (fall of Western Roman Empire)	gregorian	0	historical_period	manual	Diocletian and Constantine reorganised the empire with an overtly autocratic style, the Tetrarchy, a new capital at Constantinople, and Christianisation; the Western half progressively fragmented under barbarian pressure.	["rome-history", "manual-extraction", "no-coords-found"]
rome-western	Western Roman Empire	[]	395	0	0	476	0	0	395 CE (death of Theodosius I; formal division)	476 CE (Odoacer deposes Romulus Augustulus)	gregorian	0	historical_period	manual	The last decades of Roman rule in the west, plagued by invasions of Visigoths, Vandals, Huns, and other peoples; the final emperor was a teenager deposed without ceremony by a barbarian general.	["rome-history", "manual-extraction", "no-coords-found"]
rome-eastern	Eastern Roman Empire	[]	395	0	0	1453	0	0	395 CE (formal division)	1453 CE (Ottoman conquest of Constantinople)	gregorian	0	historical_period	manual	The continuation of the Roman Empire in the east, known to historians as the Byzantine Empire; it preserved Roman law and Greek culture, repelled many invasions, and finally fell to the Ottoman Turks after a millennium of survival.	["rome-history", "manual-extraction", "no-coords-found"]
mesopotamia-ubaid	Ubaid Period	[]	-6500	0	0	-3800	0	0	c. 6500 BCE	c. 3800 BCE (Uruk period begins)	gregorian	300	historical_period	manual	A prehistoric cultural horizon spread across Mesopotamia characterised by painted pottery, the first known temples on mud-brick platforms, and early agricultural villages that prefigured the Sumerian city-states.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-uruk	Uruk Period	[]	-4000	0	0	-3100	0	0	c. 4000 BCE	c. 3100 BCE	gregorian	200	historical_period	manual	The world's first urban civilisation emerged at Uruk (Warka), which grew to perhaps 50,000 inhabitants; this period produced the earliest writing (proto-cuneiform), cylinder seals, and monumental temples.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-jemdet-nasr	Jemdet Nasr Period	[]	-3100	0	0	-2900	0	0	c. 3100 BCE	c. 2900 BCE	gregorian	50	historical_period	manual	A transitional phase between the Uruk and Early Dynastic periods, during which cuneiform writing expanded and multi-city administrative networks developed across southern Mesopotamia.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-early-dynastic	Early Dynastic Period	[]	-2900	0	0	-2350	0	0	c. 2900 BCE	2334 BCE (Sargon founds Akkadian Empire)	gregorian	50	historical_period	manual	Sumerian city-states — Ur, Lagash, Uruk, Nippur — competed for hegemony; the Royal Tombs of Ur date to this era, as does the Epic of Gilgamesh's earliest strands and the emergence of professional armies.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
