id	title	locations	start_year	start_month	start_day	end_year	end_month	end_day	start_expr	end_expr	calendar	uncertainty_years	category	infobox_type	description	tags
china-xin	Xin Dynasty	[]	9	0	0	23	0	0	9 CE (Wang Mang's usurpation)	23 CE (Wang Mang killed)	gregorian	0	historical_period	manual	A brief interregnum established by Wang Mang, whose sweeping land and currency reforms provoked rebellions that restored the Han dynasty.	["china-history","manual-extraction","no-coords-found"]
china-eastern-han	Eastern Han	[]	25	0	0	220	0	0	25 CE (Han restored by Liu Xiu)	220 CE (Cao Pi deposes last Han emperor)	gregorian	0	historical_period	manual	The restored Han dynasty, with its capital moved east to Luoyang; notable for paper invention, seismograph, and Buddhism's arrival, but increasingly weakened by court factionalism and warlordism.	["china-history","manual-extraction","no-coords-found"]
china-three-kingdoms	Three Kingdoms	[]	220	0	0	280	0	0	220 CE (Han dissolves)	280 CE (Jin reunifies China)	gregorian	0	historical_period	manual	Three rival states — Wei, Shu Han, and Wu — fought for supremacy after the Han collapse; immortalised in the Romance of the Three Kingdoms, one of China's most celebrated literary works.	["china-history","manual-extraction","no-coords-found"]
china-jin	Jin Dynasty	[]	265	0	0	420	0	0	265 CE (Sima Yan unifies)	420 CE (Liu Yu founds Liu Song)	gregorian	0	historical_period	manual	A brief reunification under the Sima clan followed by the Western Jin's collapse to nomadic invasions, forcing the court to flee south and establish the Eastern Jin in Jiankang.	["china-history","manual-extraction","no-coords-found"]
china-sixteen-kingdoms	Sixteen Kingdoms	[]	304	0	0	439	0	0	304 CE (Liu Yuan founds Han Zhao)	439 CE (Northern Wei unifies the north)	gregorian	0	historical_period	manual	A turbulent era of competing non-Chinese states in northern China following the Western Jin collapse, involving Xiongnu, Xianbei, Di, Jie, and Qiang rulers.	["china-history","manual-extraction","no-coords-found"]
china-northern-southern	Northern and Southern Dynasties	[]	420	0	0	589	0	0	420 CE	589 CE (Sui reunification)	gregorian	0	historical_period	manual	China remained divided between a succession of southern dynasties at Jiankang and northern dynasties (chiefly Northern Wei and its successors) until Sui reunification; Buddhism flourished in both halves.	["china-history","manual-extraction","no-coords-found"]
china-sui	Sui Dynasty	[]	581	0	0	618	0	0	581 CE (Yang Jian reunifies)	618 CE (Tang founded)	gregorian	0	historical_period	manual	A short-lived dynasty that reunified China after centuries of division, built the Grand Canal, and reformed the bureaucracy, but was exhausted by massive construction projects and failed Korean campaigns.	["china-history","manual-extraction","no-coords-found"]
china-tang	Tang Dynasty	[]	618	0	0	907	0	0	618 CE (Li Yuan founds Tang)	907 CE (Zhu Wen deposes last Tang emperor)	gregorian	0	historical_period	manual	Often considered China's golden age: cosmopolitan, internationally connected via the Silk Road, and culturally prolific in poetry, painting, and Buddhism; the reign of Empress Wu Zetian is uniquely notable.	["china-history","manual-extraction","no-coords-found"]
china-five-dynasties	Five Dynasties and Ten Kingdoms	[]	907	0	0	979	0	0	907 CE (Tang falls)	979 CE (Song completes unification)	gregorian	0	historical_period	manual	A period of division following the Tang collapse, with five successive short-lived dynasties in the north and ten regional states in the south; ended when the Song dynasty reunified most of China.	["china-history","manual-extraction","no-coords-found"]
china-liao	Liao Dynasty	[]	907	0	0	1125	0	0	907 CE (Khitan state founded)	1125 CE (destroyed by Jin)	gregorian	0	historical_period	manual	A Khitan empire that controlled Manchuria and northern China and exerted sustained political and cultural pressure on the Song dynasty; contemporaneous with the Five Dynasties and early Song.	["china-history","manual-extraction","no-coords-found"]
china-song	Song Dynasty	[]	960	0	0	1279	0	0	960 CE (Zhao Kuangyin founds Song)	1279 CE (last Song resistance crushed by Yuan)	gregorian	0	historical_period	manual	An era of remarkable economic, technological, and cultural development — gunpowder weapons, movable type, paper money, and neo-Confucianism all flourished — though the dynasty was pushed south by Jurchen Jin in 1127.	["china-history","manual-extraction","no-coords-found"]
china-jurchen-jin	Jin Dynasty (Jurchen)	[]	1115	0	0	1234	0	0	1115 CE (Wanyan Aguda founds Jin)	1234 CE (destroyed by Mongols)	gregorian	0	historical_period	manual	A Jurchen-ruled empire that conquered the Liao and drove the Song south of the Huai River; eventually annihilated by a Mongol–Song alliance.	["china-history","manual-extraction","no-coords-found"]
china-yuan	Yuan Dynasty	[]	1271	0	0	1368	0	0	1271 CE (Kublai Khan proclaims Yuan)	1368 CE (Ming drives out Yuan)	gregorian	0	historical_period	manual	The Mongol-ruled dynasty established by Kublai Khan, connecting China to the vast Mongol Empire and enabling unprecedented Eurasian exchange; visited by Marco Polo and Ibn Battuta.	["china-history","manual-extraction","no-coords-found"]
china-ming	Ming Dynasty	[]	1368	0	0	1644	0	0	1368 CE (Zhu Yuanzhang founds Ming)	1644 CE (Li Zicheng takes Beijing; Qing follows)	gregorian	0	historical_period	manual	A native Chinese dynasty that rebuilt the Great Wall, completed the Forbidden City, and launched Zheng He's oceanic expeditions; later became increasingly isolationist and was overthrown by peasant revolt and Manchu invasion.	["china-history","manual-extraction","no-coords-found"]
china-qing	Qing Dynasty	[]	1644	0	0	1912	0	0	1644 CE (Manchu conquest of Beijing)	1912 CE (abdication of Puyi)	gregorian	0	historical_period	manual	The last imperial dynasty, founded by the Manchu Qing and expanding China to its greatest territorial extent; declined under Western pressure and internal rebellions, ending with the revolution of 1911.	["china-history","manual-extraction","no-coords-found"]
china-roc	Republic of China	[]	1912	0	0	1949	0	0	1912 CE (republic proclaimed)	1949 CE (PRC founded on mainland; ROC continues on Taiwan)	gregorian	0	historical_period	manual	The republican era marked by warlordism, Japanese invasion, and civil war between Nationalists and Communists, ending when the Communist Party established the People's Republic on the mainland.	["china-history","manual-extraction","no-coords-found"]
china-prc	People's Republic of China	[]	1949	0	0	2026	0	0	1949 CE (Mao Zedong proclaims PRC)	present	gregorian	0	historical_period	manual	The Communist-ruled state founded after the civil war, which underwent the Great Leap Forward, Cultural Revolution, and subsequent market reforms that transformed China into a major global economic power.	["china-history","manual-extraction","no-coords-found"]
